"poa_2006","geoscience_australia_lambert_area_km2","geocentx","geocenty"
"2287",30.8939122045898,1634731.09709175,-3822564.97717573
"2289",10.555410809082,1638694.81976145,-3828402.13562992
"2209",4.64964453515625,1565878.56812768,-3929877.1943791
"2210",10.4951373789063,1563251.75393386,-3931366.16550971
"2290",39.2439512138672,1637315.15460138,-3832943.06064412
"2292",2.84929409912109,1641414.68367744,-3826161.4594587
"2211",7.10585529541016,1561583.97747568,-3930237.72049619
"2212",5.86824922167969,1560050.15567679,-3929355.27072883
"2588",1.21152551953125,1292383.86345283,-3960184.74090783
"2590",1965.321051979,1269153.53743341,-3975951.82060403
"2594",2363.25505871777,1291043.59468091,-3931385.52866209
"2618",350.708736545898,1352142.32298252,-4041051.43781347
"2213",9.96852560058594,1558486.97354376,-3930561.9725515
"2214",5.55293804589844,1557223.8899652,-3927784.98714281
"2216",8.49866123193359,1572960.79729903,-3931127.40909158
"2217",6.14238904101563,1570858.97283193,-3933483.24212876
"2624",1022.17461605518,1286755.15185521,-4191655.1331229
"2291",6.89389295361328,1642074.61607765,-3829175.66799019
"2297",0.684987922363281,1643439.44897796,-3824924.09541489
"2294",1.42441003369141,1644653.77026065,-3825939.74185168
"2298",4.17259258251953,1640625.9923874,-3824220.124444
"2295",5.68969039453125,1647541.57246912,-3823374.02113874
"2299",5.26625226123047,1638793.93942169,-3824460.36881188
"2300",3.80354609423828,1645169.88864437,-3827824.85037418
"2302",0.409927556152344,1643947.0986154,-3827207.23505967
"2303",3.42807921679687,1642561.39273061,-3827111.51683279
"2304",39.3950507773437,1642740.88277238,-3820996.52668811
"2305",7.26270865429688,1638567.62542741,-3826552.3270711
"2306",1.58284121923828,1635646.63920238,-3833333.91377696
"2307",8.58983206835937,1638414.71343677,-3821403.30794412
"2311",809.004979602051,1627788.79768327,-3751482.3610922
"2327",7.51741821484375,1619942.31969587,-3811727.91712739
"2328",1783.20405364746,1534735.51198865,-3772080.33486823
"2329",3921.19627820898,1506214.87795724,-3709047.05328547
"2330",5096.78379834961,1572745.47509475,-3791984.80206208
"2331",113.832808483887,1594926.76366418,-3793941.94070776
"2333",1566.48660896826,1560903.63074272,-3745699.49855827
"2334",381.930004354004,1613325.22823336,-3799931.46846247
"2335",183.826540237793,1606143.56771186,-3790922.427167
"2336",715.461360443359,1598735.94265427,-3729271.00944762
"2337",3252.59692490723,1593544.52751387,-3706395.07367137
"2338",919.731668271484,1591067.35144372,-3690265.73933413
"2339",683.849672192383,1560171.46323796,-3680970.10926559
"2340",3010.69442922852,1600941.14275827,-3637734.22966488
"2633",2.27938211523437,1330212.63697649,-4245647.22543308
"2640",191.563157118652,1169864.37502066,-4114901.70050405
"2641",69.4616230004883,1158982.749214,-4114779.50082214
"2466",4.29104016162109,1849706.01156734,-3466741.95280327
"2469",4679.56190576367,1797921.23987519,-3413711.6517805
"2470",1294.10317077832,1819168.6868859,-3400525.08724882
"2471",389.854472083496,1841476.35587533,-3422171.66945021
"2472",420.691643543945,1852480.03099145,-3436112.92959743
"2642",3175.59453592285,1212945.76464704,-4123833.14826285
"2643",152.287915918945,1136693.28375619,-4102769.25234061
"2644",2895.3962433374,1213699.58426822,-4089390.6807885
"2645",1429.84454441016,1115855.58653746,-4024235.07022131
"2646",2548.96128406445,1111275.08128298,-4071263.22186847
"2647",944.708238499512,1081789.57504872,-4088351.33375724
"2648",23186.2807791824,758381.216448778,-3798005.32285212
"2650",2411.16181442529,1217306.81789895,-4017125.13899133
"2473",5.40002641308594,1862085.31082501,-3436899.54631724
"2474",1310.8850633623,1822843.25726945,-3360052.01490264
"2475",530.584898693848,1775541.73404239,-3355861.0928149
"2476",886.044242423828,1773591.21094504,-3349692.0125948
"2477",209.058992910156,1865546.64514999,-3412445.92095725
"2478",187.320889568359,1875109.37191992,-3409288.23287276
"2479",150.179207868652,1878283.52985949,-3394595.06599454
"2480",1397.93569525391,1851720.84642486,-3391438.61339451
"2481",97.6187383803711,1883291.47890802,-3387587.58376099
"2482",192.249477883789,1871564.08064303,-3376985.27373177
"2483",177.737343661621,1878465.86185803,-3367762.34674243
"2484",982.744973082031,1862951.39191012,-3354933.67278484
"2485",9.61432266894531,1885998.64942371,-3336747.64426736
"2486",122.14327074707,1880165.7752004,-3340645.12124851
"2487",61.2265456220703,1886926.35781631,-3347573.80381643
"2488",4.6378829921875,1888292.67380009,-3352858.85657717
"2489",8.87480674951172,1886810.29726824,-3359054.31814982
"2490",0.388787087402344,1879055.07502862,-3345979.40639647
"2500",23.4638003828125,1540698.62930469,-3980266.20858942
"2502",10.0840180087891,1539628.1659099,-3986718.83283216
"2505",9.03703921826172,1541589.93663944,-3985785.61872736
"2506",8.71764461376953,1536946.57429439,-3984887.79265721
"2508",291.171622574707,1544546.1451912,-3962219.4560767
"2515",14.0209691518555,1547489.97708375,-3966165.7781647
"2528",12.2764759375,1536905.40583067,-3993129.7167445
"2529",13.2218865288086,1535273.08054699,-3995703.71471642
"2530",242.303329513672,1527730.30520322,-3982910.3192346
"2533",175.393354291016,1524761.44784648,-4003027.7194353
"2534",80.5858732250977,1527991.62204864,-4012432.24847793
"2535",224.666781361816,1517372.87166851,-4016355.06353652
"2536",625.693411911621,1458600.9677141,-4103540.17446405
"2537",1522.13805784131,1436159.32169539,-4126300.33464722
"2564",8.90629894433594,1548364.47517029,-3932966.35404694
"2565",32.8731457119141,1543479.422749,-3931761.32273766
"2566",22.3053864462891,1543734.61573827,-3935733.51869927
"2567",26.55632178125,1534795.67132378,-3936806.85365809
"2568",16.9904778310547,1528361.96848619,-3947810.29578795
"2569",120.330377141602,1531036.62904821,-3953382.13970946
"2570",872.829642333008,1504213.70848876,-3941304.8871685
"2571",210.222158269531,1523024.93363158,-3955463.99377732
